Text,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,label_pred
Most important thing I've learned in school http://t.co/TvfJMGBlBh,0,"['cultural background', 'common knowledge', 'punctuation', 'emotional words', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, common knowledge, punctuation, emotional words, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Most important thing I've learned in school http://t.co/TvfJMGBlBh\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'punctuation', 'context', 'rhetorical devices', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, punctuation, context, rhetorical devices, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Most important thing I've learned in school http://t.co/TvfJMGBlBh\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'cultural background', 'punctuation', 'emotional contrasts', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, cultural background, punctuation, emotional contrasts, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Most important thing I've learned in school http://t.co/TvfJMGBlBh\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,not sarcastic,0,"there are no evident suspense, logical evidence, irony or sarcasm expressed in this input. the sentence appears to be about the importance of things from education. no jokes are made, so it may be considered as direct and reasonable. 

### label: 

not sarcasm",1,0
#OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0,0,"['punctuation', 'context', 'topic', 'emotional contrasts', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, context, topic, emotional contrasts, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'keywords', 'language style', 'context', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, keywords, language style, context, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'rhetorical devices', 'emotional words', 'special symbols', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, rhetorical devices, emotional words, special symbols, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #OrionLaunch underway - yeah! #Orion http://t.co/0Qkv1yq8T0\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut,1,"['context', 'common knowledge', 'special symbols', 'punctuation', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, common knowledge, special symbols, punctuation, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'special symbols', 'emotional contrasts', 'emotional words', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, special symbols, emotional contrasts, emotional words, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'surface emotion', 'keywords', 'common knowledge', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, surface emotion, keywords, common knowledge, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I love context and large ensemble Fridays!!!!! Der my most favourite #Sarcasm #GetTheFuckOut\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar,0,"['topic', 'rhetorical devices', 'surface emotion', 'context', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, rhetorical devices, surface emotion, context, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'punctuation', 'special symbols', 'topic', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, punctuation, special symbols, topic, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'emotional words', 'cultural background', 'keywords', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, emotional words, cultural background, keywords, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","sarcastic

rhetorical devices: 
special symbols:

sarcasm class:
topic:

surface emotion:

context:",1,sarcastic,1,sarcastic,1,1
"LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin",0,"['surface emotion', 'language style', 'context', 'keywords', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, language style, context, keywords, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'emotional contrasts', 'surface emotion', 'punctuation', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, emotional contrasts, surface emotion, punctuation, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'special symbols', 'language style', 'surface emotion', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, special symbols, language style, surface emotion, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        LIAR, i've never denied the 532 murders in Chicago in 2012 @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,sarcastic,1,not sarcastic,0,0
"Always classy, never trashy and just a little sassy.",0,"['topic', 'language style', 'punctuation', 'rhetorical devices', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, language style, punctuation, rhetorical devices, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Always classy, never trashy and just a little sassy.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'language style', 'emotional words', 'topic', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, language style, emotional words, topic, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Always classy, never trashy and just a little sassy.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'language style', 'punctuation', 'emotional words', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, language style, punctuation, emotional words, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Always classy, never trashy and just a little sassy.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53",0,"['common knowledge', 'context', 'language style', 'keywords', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, context, language style, keywords, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'language style', 'topic', 'context', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, language style, topic, context, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'punctuation', 'keywords', 'rhetorical devices', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, punctuation, keywords, rhetorical devices, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        you believe you can say something, provide no proof and its a fact, WRONG @RBRNetwork1 @jtarleta53\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
@ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil,0,"['cultural background', 'context', 'emotional words', 'punctuation', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, context, emotional words, punctuation, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'common knowledge', 'punctuation', 'language style', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, common knowledge, punctuation, language style, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'common knowledge', 'emotional words', 'topic', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, common knowledge, emotional words, topic, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @ALL #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,not sarcastic,0,"sarcastic

the text 'sez' is reminiscent of sarcasm, meaning 'i will not be made to go long before the mainstream media pitch,' indicating that the speaker is dismissive of or humorous about the pitch. the combined context and emotional word (sarcasm) show that the label is 'sarcastic'.",1,0
@Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer,0,"['cultural background', 'emotional words', 'language style', 'special symbols', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, emotional words, language style, special symbols, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'rhetorical devices', 'topic', 'punctuation', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, rhetorical devices, topic, punctuation, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'special symbols', 'cultural background', 'emotional words', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, special symbols, cultural background, emotional words, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Praise1300 Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,not sarcastic,0,not sarcastic,0,0
@CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,1,"['rhetorical devices', 'special symbols', 'common knowledge', 'surface emotion', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, special symbols, common knowledge, surface emotion, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'language style', 'emotional words', 'context', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, language style, emotional words, context, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'surface emotion', 'special symbols', 'rhetorical devices', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, surface emotion, special symbols, rhetorical devices, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @CorporalFrisk Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,1,"['emotional words', 'rhetorical devices', 'special symbols', 'common knowledge', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, rhetorical devices, special symbols, common knowledge, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'keywords', 'emotional contrasts', 'language style', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, keywords, emotional contrasts, language style, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'language style', 'context', 'punctuation', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, language style, context, punctuation, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,1,"['language style', 'surface emotion', 'keywords', 'cultural background', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, surface emotion, keywords, cultural background, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'punctuation', 'special symbols', 'rhetorical devices', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, punctuation, special symbols, rhetorical devices, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'special symbols', 'cultural background', 'surface emotion', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, special symbols, cultural background, surface emotion, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Pretty excited about how you gave up on me. File Under: #sarcasm,1,"['emotional words', 'context', 'emotional contrasts', 'rhetorical devices', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, context, emotional contrasts, rhetorical devices, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Pretty excited about how you gave up on me. File Under: #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'language style', 'rhetorical devices', 'special symbols', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, language style, rhetorical devices, special symbols, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Pretty excited about how you gave up on me. File Under: #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'cultural background', 'special symbols', 'emotional contrasts', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, cultural background, special symbols, emotional contrasts, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Pretty excited about how you gave up on me. File Under: #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
